SN,smiles,bandgap_chain
2940,C([*])=CCC(C)C([*]),5.3972
2941,[*]OC(c1ccco1)C(C)(C)C([*])=O,5.3981
2942,[*]OC(c1ccccc1)C(C)(C)C([*])=O,5.3988
2943,[*]CCCN([*])C(=O)CCCCC,5.4015
2944,[*]CCCC(=O)N[*],5.4041
2945,[*]C=CC(C)CCCCC[*],5.4049
2946,[*]CCC1CN(C(C)(C)C)C(=O)C1[*],5.4055
2947,[*]NC(C)C(=O)NCC(=O)NCC([*])=O,5.4062
2948,[*]C(=O)NCCCCCCNC(=O)N1CCN([*])CC1,5.4075
2949,[*]Cc1ccc(COC(=O)CC(=O)O[*])cc1,5.408
2950,[*]CC1(CO[*])CC=C(C)CC1,5.4083
2951,[*]CCCCCCCCCCNC(=O)C(C)=C(C)C(=O)N[*],5.4099
2952,[*]CC(C)(CC)CO[*],5.412000000000001
2953,[*]C1C=C(C)C([*])C1,5.4126
2954,[*]CC(CS(=O)(=O)CC)O[*],5.4139
2955,[*]NC(C)(C)C(C)(C)C([*])=O,5.4161
2956,[*]Cc1c(C)c(C)c(CNC(=O)CCCCC(=O)N[*])c(C)c1C,5.417999999999998
2957,[*]OC1(C)CCC([*])CC1CCCCCCCC,5.4197
2958,CNCCCOCO,5.4198
2959,[*]COC1CCC([*])OC1,5.42
2960,[*]C1(C)CC([*])(C)C(=O)N(C)C1=O,5.4207
2961,[*]NC(C=C)CC([*])=O,5.4216
2962,[*]CCN([*])C(=O)C(Cl)Cl,5.4221
2963,[*]CCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,5.4223
2964,[*]CCCCCCCCCCNC(=O)N[*],5.4226
2965,[*]CNON[*],5.422999999999999
2966,[*]C=CCC(C)(CC[*])C(=O)OC,5.4239
2967,[*]C(=O)CCC=CCCC(=O)N1CCN([*])CC1,5.4241
2968,[*]CC([*])C(=O)N1CCOCC1,5.4243
2969,[*]CCCCCCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,5.4246
2970,O([*])C(=O)OC(C=C1)=CC=C1CC(C)(C)C(C=C2)=CC=C2([*]),5.4261
2971,[*]CCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],5.4281
2972,[*]Oc1ccc(OC(=O)CCCCC([*])=O)cc1,5.4283
2973,[*]C=CCC(C[*])c1ccccc1,5.4294
2974,[*]CCCCOC(=O)C1C(=O)C2CCC1C(=O)C2C(=O)O[*],5.4305
2975,[*]CCC(=O)NCCCCCCNC(=O)CCS[*],5.4312
2976,[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCC(=O)O[*],5.4322
2977,[*]CCC(C)CCC(=O)S[*],5.4338
2978,[*]CC([*])C(C)=O,5.4371
2979,[*]CCCCSC(=O)CCCCCCC(=O)S[*],5.4406
2980,[*]C#CC#CCCCCCCCC[*],5.4425
2981,[*]CCc1ccc(CCOC(=O)CCc2ccc(CCC(=O)O[*])cc2)cc1,5.445
2982,[*]CC([*])C(=O)CC,5.4461
2983,[*]CCCC(=O)NCCCCCCNC(=O)CCCO[*],5.4466
2984,[*]C=CC(C[*])CC,5.4466
2985,[*]Cc1ccc(COC(=O)CCCCCCCCCCC(=O)O[*])cc1,5.4468
2986,[*]CC([*])OCCCCCCCCCCCC,5.4484
2987,[*]OC(CCc1ccccc1)CC([*])=O,5.449
2988,[*]CC(O[*])c1ccccc1,5.4524
2989,[*]Oc1ccc(OC(=O)CCCCCCCCC([*])=O)cc1,5.4524
2990,[*]CCCCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],5.4539
2991,[*]CC(O[*])C(C)(C)C,5.4545
2992,[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCC(=O)O[*],5.456
2993,[*]CCCCCCCCCCCCNC(=O)NCCCCCCCCCCNC(=O)N[*],5.457999999999998
2994,[*]NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C([*])=O)C(C)C,5.4597
2995,[*]CCCCCCCCCCNCCCCCCN[*],5.4614
2996,[*]CCCCCCNC(=O)CCCCCCCC(=O)N[*],5.4617
2997,[*]CCCN1C(=O)C2C3C=CC(C4C(=O)N([*])C(=O)C34)C2C1=O,5.4635
2998,[*]CCCCCCNC(=O)CCc1ccc(CCC(=O)N[*])cc1,5.4647
2999,[*]CCCCCCCCCCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,5.4661
3000,[*]CCCCCCCCN1C(=O)CC(C2C=C(C)C3C(=O)N([*])C(=O)C3C2)C1=O,5.4673
3001,[*]CCc1cccc([*])c1,5.4676
3002,[*]CC(=O)NCCCCCCNC(=O)COC(=O)CCC(=O)O[*],5.4681
3003,[*]NC(CC([*])=O)c1ccccc1,5.4701
3004,[*]CCNC(=O)NCCCCCCNC(=O)O[*],5.472
3005,[*]CCN([*])C(=O)C1CCCCC1,5.4743
3006,[*]CC([*])CN,5.4744
3007,[*]C(F)(F)C([*])(F)c1ccccc1,5.4751
3008,[*]CCCCCCCCc1nnc([*])n1N,5.476
3009,[*]CC1CCC(COC(=O)C(=O)O[*])CC1,5.4782
3010,[*]Cc1ccc(COC(=O)CCCCC(=O)O[*])cc1,5.4786
3011,N([*])C(=O)CCCCC(=O)NCC1=C(C)C=C(C=C1)C([*]),5.4837
3012,[*]OC(CC([*])=O)C(Cl)(Cl)Cl,5.4848
3013,[*]CC([*])C1CC=CCC1,5.4849
3014,[*]CNC(=O)NCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,5.4863
3015,[*]C(=O)N([*])CC=C,5.4866
3016,[*]CCCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCCO[*],5.4892
3017,[*]CCCCCCN(CC)C(=O)CCCCCCCCCCC(=O)N([*])CC,5.49
3018,[*]CC(C)(C)C1CC=C([*])CC1,5.4909
3019,[*]C=CC(C)C([*])C(=O)OCC(C)C,5.4923
3020,[*]CCCCCCNC(=O)NCCCCNC(=O)N[*],5.4928
3021,[*]CCCCCCNC(=O)C(CCCCCCCCCCC)C(=O)N[*],5.4945
3022,[*]NC(C([*])=O)C(C)CC,5.4952
3023,[*]C(=O)OC1CC2CC(OC(=O)N3CCN([*])CC3)CC(C1)O2,5.4981
3024,[*]C=CC1CC([*])C(C(F)(F)F)(C(F)(F)F)C1(F)F,5.5
3025,[*]CCCCC(=O)NCc1ccc(CNC(=O)CCCCO[*])cc1,5.5008
3026,[*]C1C=CC([*])CC1,5.5013
3027,N([*])(C)C(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)N(C)CCCCCCC(=O)([*]),5.5014
3028,[*]C(=O)C1C(C)C1C(=O)N1CCN([*])CC1,5.5018
3029,[*]CCCCCCCc1nnc([*])n1N,5.5033
3030,[*]CC([*])C(=O)NC,5.5048
3031,[*]NC(c1ccccc1)C(C)(C)C([*])=O,5.5070000000000014
3032,C(F)(F)C(F)(F)CC(=O),5.5070000000000014
3033,[*]NC(COC(C)=O)C([*])=O,5.5104
3034,[*]C=CC1CC([*])C2CCCC12,5.5129
3035,[*]NC1CC(C)(C)CC(C)(CNC(=O)CCCCC([*])=O)C1,5.5133
3036,[*]c1c(F)c(F)c([*])c(F)c1F,5.5133
3037,[*]CC([*])OC(=O)C(Cl)(Cl)Cl,5.5134
3038,[*]CC([*])OCC,5.5149
3039,[*]C=CC(C)C[*],5.516
3040,[*]NCc1cccc(CNC(=O)C(C)CC(C)(C)C([*])=O)c1,5.5161
3041,[*]NC(C)CNC(=O)NC(CCCCNC([*])=O)C(=O)OC,5.5212
3042,[*]CCCCC(=O)S[*],5.5216
3043,[*]CC([*])C(=O)NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.522
3044,[*]CCCCCCc1nnc([*])n1N,5.5226
3045,[*]CCCCCCSC(=O)NCCCCCCNC(=O)S[*],5.523
3046,[*]OC(C)C([*])C,5.5235
3047,[*]CCCCCCNC(=O)CCCCC(=O)NCC(=O)N[*],5.5245
3048,[*]CC(CC(Cl)(Cl)Cl)O[*],5.5252
3049,[*]CCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],5.5273
3050,[*]CC(CO[*])(CS(=O)(=O)CCCCC)CS(=O)(=O)CCCCC,5.5275
3051,[*]CNC(=O)N[*],5.5276
3052,[*]CCCCCCNC(=O)N[*],5.5278
3053,[*]C(=O)OCC(C)(C)COC(=O)N1CCN([*])CC1,5.5303
3054,[*]CCCCc1nnc([*])n1N,5.5305
3055,[*]CCOCCOC(=O)C(CCCCC)C(=O)O[*],5.5316
3056,[*]CCCCCCNC(=O)CCc1ccc(C(C)CC(=O)N[*])cc1,5.5318
3057,[*]CCCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],5.5339
3058,[*]C=CC1CC([*])C(C(=O)OC(C)(C)C)C1C(=O)OC(C)(C)C,5.535
3059,[*]CC(c1ccccc1)C(C(=O)O)C([*])C(=O)O,5.5354
3060,[*]NC(CC([*])=O)C(=O)OC,5.5399
3061,[*]CC(CS(C)(=O)=O)O[*],5.5403
3062,[*]OC1CCCCCC1[*],5.5416
3063,[*]OC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2C([*])COC12,5.5417
3064,[*]CC([*])OC,5.5422
3065,[*]Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N[*])cc1,5.5433
3066,[*]NC(C)(C)CC([*])=O,5.5437
3067,[*]OC1CCCCCCC1[*],5.5442
3068,[*]Oc1cccc(OC(=O)Oc2ccc(OC([*])=O)cc2)c1,5.5459
3069,[*]CCCCCCCCCCCCNC(=O)CCCCC(=O)N[*],5.5461
3070,[*]CCCCC(N)C(=O)N[*],5.5468
3071,[*]NC(CCCCNC(=O)NCCCCCNC([*])=O)C(=O)OC,5.5474
3072,[*]/C=C\C(C)C[*],5.547999999999999
3073,[*]CCCOC(=O)C(=O)O[*],5.5497
3074,N([*])CC(C)(C)CC(C)CNC(=O)CCCCC(=O)([*]),5.5505
3075,C([*])C(O1)CC(OC1C(C)(C))([*]),5.5507
3076,[*]CC(C)(C)C1C(=O)N(C(C)C)C(=O)C1[*],5.5517
3077,[*]C=CC(C)C([*])C(=O)OCCC(C)C,5.5521
3078,[*]C(=O)Oc1ccc(OC(=O)N2CC(C)N([*])CC2C)cc1,5.5526
3079,[*]C=CC(C)C([*])C(=O)OC,5.5526
3080,[*]CC([*])N1CCCC1=O,5.5533
3081,[*]CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)CCCCCCC(=O)O[*],5.5535
3082,[*]NC(=O)NO[*],5.553999999999999
3083,[*]CC(CC)(CC)CO[*],5.556
3084,[*]CCCCCCCNC(=O)CCCCCCCCCC(=O)N[*],5.5573
3085,[*]NC(CC([*])=O)C(=O)OCCOC,5.5583
3086,[*]CCC=C([*])Cl,5.5601
3087,[*]CCOC(=O)NCCCC(CCNC(=O)O[*])OC,5.5607
3088,[*]NC(C)CCCCC([*])=O,5.5619
3089,C(=O)NC(=O)CNC(=O)ON,5.5635
3090,[*]CCCCCCCC(=O)N([*])C,5.5641
3091,[*]CCCCCCCCCCN(C)C(=O)CCCCCCCCC(=O)N([*])C,5.5645
3092,[*]NC(C)C(C)(C)C([*])=O,5.5688
3093,[*]NC(C)C(=O)NC(C)C(=O)NCC([*])=O,5.5704
3094,[*]OC1C=CC([*])CC1,5.5705
3095,[*]CC(CC([*])(C#N)C(=O)OC)c1ccccc1,5.5708
3096,[*]CCCCOC(=O)NCCSCCSCCNC(=O)O[*],5.5713
3097,[*]CCN([*])C(=O)C(C)C,5.5723
3098,[*]CCCCCCNC(=O)C(CC)CC(CC)C(=O)N[*],5.5731
3099,[*]CCCC1CC(=O)N([*])C(=O)C1,5.5771
3100,[*]CCN([*])C(=O)CC(C)C,5.5788
3101,[*]C=CCCCC(Cl)CCC[*],5.5792
3102,[*]CC(C)(CCC)C(=O)N[*],5.5801
3103,[*]CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N[*],5.5808
3104,[*]C=CC(C)(C)C([*])(C)C,5.5814
3105,[*]CCNC(=O)CCCCC(=O)N[*],5.582000000000002
3106,[*]C(=O)CCCCCCCCC(=O)N1CCN([*])CC1,5.5844
3107,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,5.5862
3108,[*]CCCCCCCNC(=O)NCCCCCCNC(=O)N[*],5.5863
3109,[*]CCCCCCCCCCOC(=O)NCc1ccc(CNC(=O)O[*])cc1,5.5873
3110,[*]C=CC1CC([*])C(C#N)([Si](C)(C)C)C1,5.5889
3111,[*]CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCCCCCNC(=O)N[*],5.5902
3112,[*]CCSCCO[*],5.591
3113,[*]CCN([*])C(=O)CCCCC,5.5936
3114,[*]CCOCCOC(=O)CC(=O)O[*],5.5945
3115,[*]CC(C)(C=C([*])C)C(=O)OC,5.5947
3116,[*]CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],5.5994
3117,[*]CC(COCC)O[*],5.6017
3118,[*]C=CC(C)C([*])C(=O)OCC,5.6018
3119,[*]C=CC1CC([*])C(C#N)([Si](C)(C)O[Si](C)(C)C)C1,5.602
3120,[*]CCCC(C)(C)CNC(=O)CCCC(=O)N[*],5.6058
3121,[*]CC(OC1CCCCC1)C1C(=O)OC(=O)C1[*],5.6069
3122,[*]C(=O)C1CC1C(=O)N1CCN([*])CC1,5.6073
3123,[*]OC1CCC(C=C)CC1[*],5.6074
3124,[*]CCCCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO[*],5.6076
3125,[*]NC(C)CNC(=O)C1CC1C([*])=O,5.6076
3126,[*]C(=O)COCC(=O)N1CCN([*])CC1,5.6093
3127,[*]CCN([*])C(=O)C(F)(F)C(F)(F)F,5.6095
3128,[*]CCCCCCCCCCCCNC(=O)C(OC)C(OC)C(=O)N[*],5.6105
3129,[*]CC1(CO[*])CC2C=CC1C2,5.6110000000000015
3130,[*]CC([*])(Cl)C(=O)OC,5.6127
3131,[*]NNC(=O)CCCCC([*])=O,5.6178
3132,[*]C=CCCCC[*],5.6199
3133,[*]C=CC(C)C([*])C(=O)OC(C)C,5.6207
3134,[*]NC(C)(C)C([*])=O,5.6207
3135,[*]CCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N[*],5.6216
3136,[*]NC(CCC(=O)OCCCl)C([*])=O,5.6217
3137,[*]CCC(=O)OC(=O)CCC1CCC([*])O1,5.624
3138,[*]CCCCCCC(=O)N([*])C,5.6254
3139,[*]C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N([*])C(=O)C56)C4C3=O)CC2)CC1,5.6263
3140,[*]CCCC(=O)NCCCCCOCCCCCNC(=O)CCCO[*],5.6276
3141,[*]NC1CCC(CCC2CCC(NC(=O)CCCCCCCCCCC([*])=O)CC2)CC1,5.6277
3142,[*]CCC(=O)N[*],5.6299
3143,[*]NC(C)(CC)C([*])=O,5.632999999999999
3144,[*]CC([*])C(=O)NCCCC,5.6336
3145,[*]NC(C)C(C)C([*])=O,5.6346
3146,[*]CC(COC)O[*],5.6346
3147,[*]CNCO[*],5.6356
3148,[*]CCCCCCNC(=O)C(CCCC)C(=O)N[*],5.6377
3149,[*]CCCNC(=O)CCCCCCCCC(=O)NCCCNC(=O)C(=O)N[*],5.6387
3150,[*]CCCCCCCCCCNC(=O)CCCCC(=O)N[*],5.6396
3151,[*]CC(C)(C)C(=O)N[*],5.6407
3152,[*]COCC(C)O[*],5.6408
3153,[*]CCN([*])C(=O)CCC,5.6408
3154,[*]C12CC3CC([*])(C1)CC(CCCC)(C3)C2,5.6409
3155,[*]CCCCCCCCCCCCNC(=O)C(=O)N[*],5.6418
3156,[*]OC(=O)Oc1c(cccc1)Cc1c(cccc1)([*]),5.6427
3157,[*]SC([*])(F)F,5.6458
3158,[*]CCCCN1C(=O)C2C3C=CC(C4C(=O)N([*])C(=O)C34)C2C1=O,5.6479
3159,[*]C1C=CC(S([*])(=O)=O)CC1,5.6483
3160,[*]C(=O)CCCCC(=O)N1CCN([*])CC1,5.6492
3161,[*]CNC(=O)CCCCCC(=O)N[*],5.6502
3162,[*]C=CC1CC([*])C(C#N)(C[Si](C)(C)C)C1,5.6505
3163,[*]CCCCCCCCNC(=O)NCCCCCCNC(=O)N[*],5.6511
3164,[*]CCCCCCNC(=O)C(O)C(O)C(O)C(O)C(=O)N[*],5.6518
3165,[*]CCCCCNC(=O)CC(=O)N[*],5.6519
3166,[*]CC([*])(C)C(=O)OCCc1ccccc1,5.6532
3167,[*]/C=C\CCCC[*],5.655
3168,[*]C=C(F)C(F)(F)C[*],5.655
3169,[*]CCCCCCNC(=O)CCCCCCC(=O)N[*],5.6562
3170,[*]OC(=O)Oc1cccc(OC(=O)OC2CC3CC([*])CC(C2)O3)c1,5.6565
3171,[*]CC([*])C(=O)OCCOCC1(CC)COC1,5.6568
3172,[*]NC(CCC(=O)OCCCCC)C([*])=O,5.6585
3173,[*]CCCCCCNC(=O)CC(=O)N[*],5.6604
3174,[*]CC(C)(C=O)C(F)(F)C([*])([2H])[2H],5.6608
3175,[*]OC(C)(C)C([*])=O,5.6612
3176,[*]CC(CO[*])(CS(=O)(=O)C(C)C)CS(=O)(=O)C(C)C,5.6621
3177,[*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC([*])=O)CC2)CC1,5.6638
3178,[*]CNC(=O)CCCCCCC(=O)N[*],5.6641
3179,[*]CC(C)(CO)CO[*],5.666
3180,[*]CCCCOC(=O)NCCCCNC(=O)O[*],5.6662
3181,[*]CCCCCNC(=O)CCCCCCCCCCCCC(=O)N[*],5.6675
3182,[*]CC(CCl)(CCl)O[*],5.6681
3183,[*]CC1CCC(CNC(=O)CCCCCCCCC(=O)N[*])CC1,5.67
3184,[*]CCCCCCNC(=O)CCCCCC(=O)N[*],5.6731
3185,[*]CCN([*])C(C)=O,5.6737
3186,[*]CCC(=O)OCCCC=CCCCOC(=O)CCC1NC(=O)C([*])NC1=O,5.6763
3187,[*]C(=O)OCCCCOC(=O)N1CCN([*])CC1,5.6801
3188,[*]CCCCCCOCCCCCCOCCCCCO[*],5.6821
3189,[*]CC([*])C(=O)NCC(F)(F)C(F)(F)C(F)(F)F,5.6849
3190,[*]CC1CCCC(CNC(=O)CCCCCCCCCCC(=O)N[*])C1,5.6857
3191,[*]CCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO[*],5.6857
3192,[*]CCCCC(=O)N[*],5.686
3193,[*]CCCCCCCCCNC(=O)CCC=CCCC(=O)N[*],5.6902
3194,[*]C(=O)CCCCCCCCC(=O)N1CC(C)N([*])CC1C,5.6918
3195,[*]CC1CCC(CNC(=O)CCCCCCCC(=O)N[*])CC1,5.6927
3196,[*]CC(CO)(CO)CO[*],5.6943
3197,[*]NC(CC([*])=O)C(=O)OCCCCCCCC,5.6944
3198,[*]CCCCCNC(=O)C(OC)C(OC)C(=O)N[*],5.6971
3199,[*]CCCCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N[*],5.6985
3200,[*]NC1CC(C2(C)OC(O)OC(C)NC2=O)C(F)(N(C([*])O)C(F)F)O1,5.6987
3201,[*]CC(CBr)(CBr)CO[*],5.6999
3202,[*]OC1CC(c2ccccc2)CC([*])O1,5.7012
3203,[*]CCCCCCNC(=O)C(CCCCC)C(=O)N[*],5.7056
3204,[*]CCCCCCNC(=O)C(O)C(O)C(=O)N[*],5.7069
3205,[*]C1CCC(N2C(=O)C3C4C=CC(C5C(=O)N([*])C(=O)C45)C3C2=O)CC1,5.7071
3206,[*]CC1CCC(CNC(=O)CCCCCCC(=O)N[*])CC1,5.7079
3207,[*]CCNC(=O)CCCCCCCCCCC(=O)N[*],5.7085
3208,[*]OC(C([*])=O)C(C)C,5.7085
3209,[*]C=C(C)CC(C#N)CC[*],5.7091
3210,[*]CCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO[*],5.7098
3211,[*]CCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO[*],5.71
3212,[*]CCNC(=O)CCCCCCC(=O)N[*],5.7102
3213,[*]CCCCCNC(=O)N[*],5.7115
3214,[*]CCCCNC(=O)CCCCCCCCCCC(=O)N[*],5.7128
3215,[*]C12CC3CC(C1)CC([*])(C3)C2,5.7135
3216,[*]CC(CCCCCC)O[*],5.7137
3217,[*]CC([*])C(=O)OCCCOCC,5.7142
3218,[*]C(=O)NC1CC1NC(=O)N1CCN([*])CC1,5.7153
3219,[*]CCCCCNC(=O)CCCCCCCCC(=O)N[*],5.7156
3220,[*]CC([*])OCCCCCC,5.7163
3221,[*]NC(CCC(=O)OCCC)C([*])=O,5.7178
3222,[*]CCOC(=O)NC1CCC(NC(=O)O[*])CC1,5.7184
3223,[*]CC(CCl)(CCl)COC(=O)C(=O)O[*],5.7194
3224,[*]OC(=O)CCC(=O)OC1COC2C([*])COC12,5.7195
3225,[*]CCCCOC(=O)SC(=O)O[*],5.7231
3226,[*]CC(OCC)C(C(=O)OC)C([*])C(=O)OC,5.7251
3227,[*]CCCCCCCNC(=O)C(OC)C(OC)C(=O)N[*],5.7259
3228,[*]OC([*])C(C)C,5.7277
3229,[*]COC1COC([*])c2ccccc21,5.7277
3230,[*]NC(CCC([*])=O)C(=O)OC,5.7277
3231,[*]CCCCCCCCCCC(=O)N([*])C,5.73
3232,[*]CCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO[*],5.7312
3233,[*]OC(=O)Oc1ccc(OC(=O)OC2CC3CC([*])CC(C2)O3)cc1,5.7313
3234,[*]NC1CCC(CC2CCC(NC(=O)CCCCCCCCC([*])=O)CC2)CC1,5.7313
3235,[*]CCCCCCNC(=O)CCCCCCCCCCC(=O)N[*],5.7331
3236,[*]CC([*])(C)C(=O)OCC1CCCO1,5.7341
3237,[*]CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N[*],5.7343
3238,[*]NC(C)C(=O)NCC([*])=O,5.7343
3239,[*]C(=O)C(C)NC(=O)CNC(=O)C1CCCN1[*],5.735
3240,[*]CC1(CO[*])CC2CCC1CC2,5.7352
3241,[*]CC(=C)COCC(=C)COC(=O)O[*],5.7357
3242,[*]C(=O)NCCCCCCNC(=O)C1COC([*])CO1,5.7371
3243,[*]CC(C)O[*],5.7371
3244,[*]CCCCP(C)(=O)CCCNC(=O)CCCCC(=O)N[*],5.7371
3245,C([*])CC([*])=C,5.7373
3246,[*]OC(C)CCOC(=O)C([*])=O,5.7373
3247,[*]CC(OC)C1(C)C(=O)OC(=O)C1([*])C,5.7374
3248,[*]NC1CC1NC(=O)C1CC1C([*])=O,5.7404
3249,N([*])C(=O)CCCC(=O)NCCCCCCCC([*]),5.7409
3250,[*]CC(C)(CC)C(=O)N[*],5.7410000000000005
3251,[*]CC(CBr)(CBr)COC(=O)CCCCC(=O)O[*],5.744
3252,[*]C1C=CC([*])C1,5.7471
3253,[*]CC(CO[*])C(C)(C)C,5.7473
3254,[*]CCOCCOCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O[*],5.7476
3255,[*]NC1CC(CCC([*])=O)C1(C)C,5.7477
3256,C([*])=CCCC(C)C([*]),5.7497
3257,[*]OC(=O)CS(=O)(=O)CCS(=O)(=O)CC([*])=O,5.7503
3258,[*]CCCCCCOC(=O)SC(=O)O[*],5.7553
3259,[*]CCOCCOCCOC(=O)CCC(=O)O[*],5.756
3260,[*]CCCCCCNC(=O)CCCC(=O)N[*],5.7577
3261,[*]CCCN([*])C(C)=O,5.7585
3262,[*]CCOCCOC(=O)C(=O)O[*],5.7606
3263,[*]CCON[*],5.7613
3264,[*]NCCCCCC(=O)CCCCCC([*])=O,5.7613
3265,[*]CCCCCCCCOC(=O)NCCCCCCCCCCNC(=O)O[*],5.7616
3266,[*]CCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N[*],5.7618
3267,[*]CCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],5.7624
3268,[*]NC1CCC(CC2CCC(NC(=O)CCCCC([*])=O)CC2)CC1,5.7632
3269,[*]OC1C(CO)OC([*])C(O)C1O,5.7633
3270,[*]CCCCCCCNC(=O)N[*],5.7637
3271,[*]CCCCCCCCNC(=O)CCCCCCC(=O)N[*],5.7642
3272,[*]C=CC(C[*])CCC,5.7643
3273,[*]CCCCCCCCCCOC(=O)NNC(=O)CCCCCCCCC(=O)NNC(=O)O[*],5.7644
3274,[*]CCCC(C)(C)CNC(=O)CCCCC(=O)N[*],5.7663
3275,[*]CCCCCCCCCCNC(=O)NCCCCCCCCNC(=O)N[*],5.7663
3276,[*]OC(C)CCOC(=O)COCC([*])=O,5.7665
3277,[*]CNC(=O)CCCCC(=O)NCC1COC([*])CO1,5.7675
3278,[*]CC(O[*])C(C)C,5.7684
3279,[*]CCCCCCOCC1(CO[*])CC1,5.7686
3280,[*]C=CCC[*],5.7686
3281,[*]CC1CCC(CNC(=O)CCCCCC(=O)N[*])CC1,5.7688
3282,[*]OC1CCCC([*])O1,5.7691
3283,[*]CCOCCOCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O[*],5.7691
3284,[*]CCCCCCCCCNC(=O)CCCCC(=O)N[*],5.7699
3285,[*]CCOC(=O)C1C2C=CC(C2)C1C(=O)O[*],5.7712
3286,[*]CC([*])Br,5.7722
3287,[*]CCC(=O)NCC(=O)N[*],5.7744
3288,[*]CCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N[*],5.7746
3289,[*]NC(C)C(=O)NCC(=O)NCC(=O)NCC([*])=O,5.7751
3290,[*]NC(C)C(=O)NCCC([*])=O,5.7775
3291,[*]CCCCCCNC(=O)NCCNC(=O)N[*],5.778
3292,[*]CC1CCCC(CNC(=O)CCCCC(=O)N[*])C1,5.7794
3293,[*]C=CCCCCCC[*],5.78
3294,[*]CCCCCCCCCCNC(=O)CCC=CCCC(=O)N[*],5.7804
3295,[*]CCCCC(=O)NCCCCCCNC(=O)CCCO[*],5.7813
3296,[*]CC([*])(C)C(=O)OCCBr,5.7827
3297,[*]CC(CC)O[*],5.7835
3298,[*]CCOC(=O)NCC1(C)CC(NC(=O)O[*])CC(C)(C)C1,5.7856
3299,[*]CCCCCNC(=O)CCCCCC(=O)N[*],5.7869
3300,[*]CCCCCCOC(=O)CC=CCC(=O)O[*],5.7875
3301,[*]CC(C)(COC(=O)O[*])C(=O)OCc1ccccc1,5.7884
3302,[*]CCCOC(=O)N1CCC([*])CC1,5.7887
3303,[*]C/C=C\C[*],5.7893
3304,[*]CCOCCOCCOC(=O)CCCCCCCCC(=O)O[*],5.7898
3305,[*]CCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO[*],5.7912
3306,[*]CC(COCCCCCC)O[*],5.7915
3307,[*]CCCCCCNC(=O)CCC=CCCC(=O)N[*],5.7927
3308,[*]C=CCCCCC[*],5.7935
3309,[*]CCN([*])C(=O)CCC(=O)OC,5.7939
3310,[*]CC1(C(=O)O)COCC([*])(C(=O)O)C1,5.7946
3311,C([*])(=O)CCCCC(=O)ONCCCCCCN([*]),5.7949
3312,[*]CCC1C(=O)N(CC)C(=O)C1[*],5.7968
3313,[*]CCC(C)CCC(=O)N[*],5.7970000000000015
3314,C(F)(F)C(F)(F)NC(=O),5.797999999999999
3315,[*]CCCP(C)(=O)CCCNC(=O)CCCCCCCCC(=O)N[*],5.8002
3316,[*]CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],5.8003
3317,[*]CCCC(C)(C)CNC(=O)CCCCCCCC(=O)N[*],5.8012
3318,[*]CCCC(C)(C)CNC(=O)CCCCCCCCC(=O)N[*],5.8015
